         299117528 function calls (278165445 primitive calls) in 1008.038 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
24250/24232    0.190    0.000    0.419    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/utils/tracking.py:70(track)
   102648    0.243    0.000    0.412    0.000 /usr/lib/python3.12/inspect.py:2909(kwargs)
    11728    0.025    0.000    0.405    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_util.py:896(constant_value)
        4    0.000    0.000    0.405    0.101 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/gymnasium/wrappers/order_enforcing.py:58(reset)
        4    0.000    0.000    0.405    0.101 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/gymnasium/wrappers/env_checker.py:53(reset)
     9330    0.017    0.000    0.405    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py:703(tf_sync)
        4    0.002    0.000    0.404    0.101 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redandblue/redandblue.py:182(reset)
    13886    0.069    0.000    0.397    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:2680(execution_mode)
    60813    0.110    0.000    0.395    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/variable_utils.py:37(_convert_resource_variable_to_tensor)
     9643    0.059    0.000    0.392    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/handle_data_util.py:36(get_handle_data)
     6943    0.024    0.000    0.391    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/callback_list.py:153(on_predict_end)
    13886    0.055    0.000    0.391    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/utils/io_utils.py:92(print_msg)
     9330    0.064    0.000    0.388    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:2917(async_wait)
    18662    0.103    0.000    0.388    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/ops/options.py:418(_to_proto)
    28046    0.035    0.000    0.387    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/nest.py:298(assert_same_structure)
    27996    0.081    0.000    0.385    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/impl/conversion.py:222(cache_allowlisted)
   112020    0.382    0.000    0.382    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:1104(device_spec)
   373183    0.381    0.000    0.381    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
   384887    0.215    0.000    0.380    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/op_def_library.py:100(_IsListValue)
     9331    0.024    0.000    0.375    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/util/nest.py:92(map_structure)
     6943    0.035    0.000    0.375    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/optree_impl.py:84(map_structure_up_to)
  1636127    0.375    0.000    0.375    0.000 /usr/lib/python3.12/inspect.py:2786(name)
    56030    0.154    0.000    0.374    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/core/ag_ctx.py:76(__exit__)
    39716    0.217    0.000    0.374    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor.py:795(sanitize_spec_name)
    30416    0.052    0.000    0.373    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:802(convert_to_tensor_or_composite)
   177682    0.370    0.000    0.370    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNamedtuple}
    55998    0.202    0.000    0.370    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/platform/tf_logging.py:246(vlog)
    77285    0.369    0.000    0.369    0.000 {method 'item' of 'numpy.generic' objects}
    40164    0.368    0.000    0.368    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetAttr}
    11718    0.049    0.000    0.367    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor.py:1463(<lambda>)
     6943    0.009    0.000    0.365    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/progbar_logger.py:75(on_predict_end)
   108490    0.110    0.000    0.362    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/dtypes.py:277(__ne__)
  1408524    0.361    0.000    0.361    0.000 {built-in method builtins.abs}
    56034    0.173    0.000    0.359    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:2095(_variable_creator_scope)
     6943    0.029    0.000    0.356    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/progbar_logger.py:97(_finalize_progbar)
    56010    0.223    0.000    0.355    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:1113(device)
    55990    0.284    0.000    0.351    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/attributes.py:121(_parse_func_attr_value)
    39819    0.085    0.000    0.348    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_util.py:345(_check_not_tensor)
    27996    0.345    0.000    0.345    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
   177175    0.266    0.000    0.344    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:336(pop)
    28032    0.056    0.000    0.344    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/variable_scope.py:1415(get_variable_scope)
  1213866    0.343    0.000    0.343    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:2353(context)
  2123689    0.343    0.000    0.343    0.000 /usr/lib/python3.12/inspect.py:2798(kind)
     6943    0.340    0.000    0.340    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/optree_impl.py:247(_map_structure_with_path_up_to)
   168203    0.165    0.000    0.339    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/utils/module_utils.py:31(__getattr__)
   176103    0.337    0.000    0.337    0.000 /usr/lib/python3.12/functools.py:65(wraps)
195951/121303    0.214    0.000    0.336    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/ops/dataset_ops.py:4484(element_spec)
   769149    0.336    0.000    0.336    0.000 {built-in method builtins.id}
    18662    0.090    0.000    0.336    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/ops/options.py:307(_to_proto)
   110548    0.163    0.000    0.331    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/backprop.py:156(_must_record_gradient)
     9331    0.092    0.000    0.330    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/distribute/distribute_lib.py:1349(experimental_distribute_dataset)
     9331    0.075    0.000    0.328    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/nest_util.py:1111(_tf_data_map_structure)
    46872    0.079    0.000    0.327    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
    18686    0.131    0.000    0.323    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:722(internal_convert_n_to_tensor)
    30416    0.085    0.000    0.321    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:827(internal_convert_to_tensor_or_composite)
28031/28030    0.080    0.000    0.321    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/composite_tensor_utils.py:24(flatten_with_variables)
    27764    0.046    0.000    0.321    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/core/function/trace_type/default_types.py:372(__eq__)
   492998    0.314    0.000    0.314    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/traceable_stack.py:131(peek_traceable_objs)
    83979    0.176    0.000    0.313    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/impl/conversion.py:42(_is_known_loaded_type)
    91842    0.076    0.000    0.309    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/common/global_state.py:15(get_global_attribute)
    28031    0.129    0.000    0.308    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/lock_util.py:52(__init__)
   176773    0.176    0.000    0.307    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:377(dtype)
   493000    0.307    0.000    0.307    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/lock_util.py:106(<genexpr>)
    27995    0.146    0.000    0.307    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/monitoring.py:514(__exit__)
   595366    0.306    0.000    0.306    0.000 {method 'pop' of 'dict' objects}
   470035    0.303    0.000    0.303    0.000 {method 'isidentifier' of 'str' objects}
    28030    0.151    0.000    0.303    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:89(__init__)
   246347    0.295    0.000    0.295    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:6078(is_auto_dtype_conversion_enabled)
  1948405    0.295    0.000    0.295    0.000 /usr/lib/python3.12/inspect.py:2794(annotation)
   299887    0.294    0.000    0.294    0.000 {method 'update' of 'dict' objects}
     9331    0.014    0.000    0.293    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/tree_api.py:267(lists_to_tuples)
     6943    0.036    0.000    0.291    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py:905(convert_to_np_if_not_ragged)
   304299    0.194    0.000    0.291    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_shape.py:918(__len__)
   438948    0.220    0.000    0.290    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/core/function/polymorphism/function_type.py:103(optional)
   139990    0.191    0.000    0.289    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:3154(get_collection_ref)
   163979    0.172    0.000    0.289    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:134(get)
    18687    0.288    0.000    0.288    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInputList}
    28032    0.053    0.000    0.288    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/variable_scope.py:1402(get_variable_scope_store)
        1    0.000    0.000    0.287    0.287 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/gymnasium/utils/passive_env_checker.py:164(env_reset_passive_checker)
    51925    0.061    0.000    0.286    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/optree_impl.py:62(flatten)
   269234    0.286    0.000    0.286    0.000 {built-in method builtins.sorted}
   739500    0.283    0.000    0.283    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/lock_util.py:109(_validate_group_id)
    42594    0.057    0.000    0.282    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/tree_api.py:91(flatten)
    54312    0.040    0.000    0.281    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/optree/ops.py:122(tree_flatten)
     9349    0.081    0.000    0.281    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_shape.py:1227(most_specific_common_supertype)
   196172    0.280    0.000    0.280    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNestedForData}
     9331    0.036    0.000    0.280    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/optree_impl.py:166(lists_to_tuples)
24158/23933    0.056    0.000    0.276    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/trackable.py:15(__setattr__)
  1446929    0.276    0.000    0.276    0.000 /usr/lib/python3.12/inspect.py:3079(parameters)
   431764    0.275    0.000    0.275    0.000 {method 'values' of 'mappingproxy' objects}
    55986    0.054    0.000    0.272    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/nest_util.py:541(_tf_data_assert_same_structure)
    56060    0.079    0.000    0.268    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/variable_scope.py:1178(set_use_resource)
   112020    0.267    0.000    0.267    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:1109(_set_device)
   455765    0.267    0.000    0.267    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:2677(<genexpr>)
   352092    0.266    0.000    0.266    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:4328(_distribution_strategy_stack)
    30853    0.063    0.000    0.261    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/object_identity.py:220(add)
   119985    0.260    0.000    0.260    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/op_def_library.py:383(_CheckOpDeprecation)
     9331    0.028    0.000    0.258    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/ops/dataset_ops.py:4657(_to_tensor_list)
     4828    0.023    0.000    0.256    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/resource_variable_ops.py:2390(__init__)
    95780    0.078    0.000    0.254    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/nest.py:163(is_nested)
   449618    0.254    0.000    0.254    0.000 {method 'pop' of 'list' objects}
     9379    0.138    0.000    0.253    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/handle_data_util.py:24(get_resource_handle_data)
    84068    0.108    0.000    0.253    0.000 /usr/lib/python3.12/inspect.py:1765(currentframe)
   261776    0.253    0.000    0.253    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMutableMapping}
    46873    0.109    0.000    0.248    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/numpy/core/numerictypes.py:357(issubdtype)
   251949    0.163    0.000    0.245    0.000 /usr/lib/python3.12/enum.py:1267(__hash__)
    27998    0.189    0.000    0.244    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:3219(get_all_collection_keys)
   209266    0.244    0.000    0.244    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationName}
   297122    0.242    0.000    0.242    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:3268(_name_stack)
   249953    0.149    0.000    0.242    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/traceable_stack.py:135(__len__)
    56029    0.185    0.000    0.240    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/func_graph.py:859(internal_captures)
133317/86628    0.184    0.000    0.239    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_util.py:265(_GetDenseDimensions)
   438597    0.238    0.000    0.238    0.000 {method 'items' of 'mappingproxy' objects}
   470035    0.237    0.000    0.237    0.000 {method '__contains__' of 'frozenset' objects}
    11932    0.014    0.000    0.236    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/type_spec.py:553(__hash__)
    28040    0.051    0.000    0.235    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:5459(get_collection)
   493000    0.234    0.000    0.234    0.000 {method 'release' of '_thread.lock' objects}
    27997    0.039    0.000    0.233    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/impl/conversion.py:214(is_in_allowlist_cache)
   112148    0.232    0.000    0.232    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/core/function/capture/capture_container.py:34(__init__)
     6944    0.039    0.000    0.232    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:383(numpy)
   197399    0.231    0.000    0.231    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/auto_control_deps.py:159(collective_manager_ids_from_op)
   470079    0.230    0.000    0.230    0.000 /usr/lib/python3.12/enum.py:1129(__new__)
    56030    0.094    0.000    0.230    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/core/ag_ctx.py:68(__enter__)
    13887    0.229    0.000    0.229    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    46844    0.087    0.000    0.229    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor.py:896(__eq__)
   339992    0.151    0.000    0.228    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_shape.py:1508(__hash__)
    27996    0.085    0.000    0.227    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/pyct/cache.py:46(__getitem__)
    27764    0.044    0.000    0.226    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/core/function/trace_type/default_types.py:286(__eq__)
     9335    0.036    0.000    0.221    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py:33(distribute_strategy)
    27995    0.220    0.000    0.220    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_FunctionSetAttrValueProto}
    62969    0.090    0.000    0.220    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/core/ag_ctx.py:34(control_status_ctx)
    34712    0.018    0.000    0.219    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/core/function/trace_type/default_types.py:381(__hash__)
     9328    0.049    0.000    0.219    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:194(called_without_tracing)
     9331    0.015    0.000    0.219    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/ops/zip_op.py:57(_inputs)
    55986    0.218    0.000    0.218    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructureForData}
   576154    0.218    0.000    0.218    0.000 {built-in method sys.getrecursionlimit}
   197399    0.134    0.000    0.218    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/registry.py:73(list)
     4856    0.046    0.000    0.216    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/resource_variable_ops.py:379(__init__)
   209266    0.163    0.000    0.212    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/control_flow_util.py:176(GetOutputContext)
