Episode,Reward,Wins,Losses,Epsilon
0,-10.54451004627935,0,0,1.0
1,-14.773892404395337,0,0,1.0
2,-14.041964054669855,0,0,1.0
3,-17.18278183861692,0,0,1.0
4,-14.12024770459461,0,0,1.0
5,-3.2264914701316885,0,0,0.9792086759647052
