Episode,Reward,Wins,Losses,Epsilon
151,-100.0,16,34,0.00998645168764533
152,-4.474520646566308,16,34,0.00998645168764533
153,-9.905282134391095,16,34,0.00998645168764533
154,-100.0,16,35,0.00998645168764533
155,-100.0,16,36,0.00998645168764533
156,-4.7439590441260835,16,36,0.00998645168764533
157,-2.584937549531742,16,36,0.00998645168764533
158,100.0,17,36,0.00998645168764533
159,100.0,18,36,0.00998645168764533
160,-2.3685788582218663,18,36,0.00998645168764533
161,-100.0,18,37,0.00998645168764533
162,100.0,19,37,0.00998645168764533
163,-7.039084647447963,19,37,0.00998645168764533
164,100.0,20,37,0.00998645168764533
165,100.0,21,37,0.00998645168764533
166,-6.937899536902679,21,37,0.00998645168764533
167,-7.037108034959985,21,37,0.00998645168764533
168,-100.0,21,38,0.00998645168764533
169,-100.0,21,39,0.00998645168764533
170,-9.077179635007742,21,39,0.00998645168764533
171,-7.145548645189683,21,39,0.00998645168764533
172,-3.459394331504269,21,39,0.00998645168764533
173,-6.044504723709315,21,39,0.00998645168764533
174,100.0,22,39,0.00998645168764533
175,-0.052973261587366,22,39,0.00998645168764533
176,-6.286014364188054,22,39,0.00998645168764533
177,-6.502757572696348,22,39,0.00998645168764533
178,-7.17456607049269,22,39,0.00998645168764533
179,-100.0,22,40,0.00998645168764533
180,-3.7102443718595595,22,40,0.00998645168764533
181,-7.3118433411717865,22,40,0.00998645168764533
182,-100.0,22,41,0.00998645168764533
183,-2.174043594124563,22,41,0.00998645168764533
184,-5.129757245996608,22,41,0.00998645168764533
185,-100.0,22,42,0.00998645168764533
186,-2.921932305713449,22,42,0.00998645168764533
187,100.0,23,42,0.00998645168764533
188,-2.0237721814822542,23,42,0.00998645168764533
189,-3.2145530705813257,23,42,0.00998645168764533
190,-100.0,23,43,0.00998645168764533
191,-6.268555669528314,23,43,0.00998645168764533
192,-7.526749921744479,23,43,0.00998645168764533
193,-2.8027973539771085,23,43,0.00998645168764533
194,-100.0,23,44,0.00998645168764533
195,-5.841214839500814,23,44,0.00998645168764533
196,-8.477951678918643,23,44,0.00998645168764533
197,-6.86954469893948,23,44,0.00998645168764533
198,-7.294504723709315,23,44,0.00998645168764533
199,100.0,24,44,0.00998645168764533
200,-2.454773331330678,24,44,0.00998645168764533
201,100.0,25,44,0.00998645168764533
202,-6.136215329794432,25,44,0.00998645168764533
203,100.0,26,44,0.00998645168764533
204,-7.5610498438062415,26,44,0.00998645168764533
205,-4.5657086775549445,26,44,0.00998645168764533
206,-7.171518170926449,26,44,0.00998645168764533
207,-4.224440202023186,26,44,0.00998645168764533
208,-6.268557967403659,26,44,0.00998645168764533
209,-100.0,26,45,0.00998645168764533
210,100.0,27,45,0.00998645168764533
211,-3.3280676942865512,27,45,0.00998645168764533
212,-100.0,27,46,0.00998645168764533
213,-6.382047322402961,27,46,0.00998645168764533
214,-100.0,27,47,0.00998645168764533
215,-5.975729983444518,27,47,0.00998645168764533
216,-5.678743949699758,27,47,0.00998645168764533
217,-5.8157086775549445,27,47,0.00998645168764533
218,-8.032531048408696,27,47,0.00998645168764533
219,-7.09119563502312,27,47,0.00998645168764533
220,-8.337943166717725,27,47,0.00998645168764533
221,-7.555070666503819,27,47,0.00998645168764533
222,-4.763142132299068,27,47,0.00998645168764533
223,-2.774319617339832,27,47,0.00998645168764533
224,-3.1519326280399595,27,47,0.00998645168764533
225,-4.750524134475433,27,47,0.00998645168764533
226,-100.0,27,48,0.00998645168764533
227,-100.0,27,49,0.00998645168764533
228,-1.0706391369316686,27,49,0.00998645168764533
229,-100.0,27,50,0.00998645168764533
230,-5.957099423149828,27,50,0.00998645168764533
231,-8.572183495434295,27,50,0.00998645168764533
232,-5.788818636587731,27,50,0.00998645168764533
233,-5.306870576921913,27,50,0.00998645168764533
234,-100.0,27,51,0.00998645168764533
235,-100.0,27,52,0.00998645168764533
236,-4.540766198005221,27,52,0.00998645168764533
237,-2.9531480322813457,27,52,0.00998645168764533
238,100.0,28,52,0.00998645168764533
239,-3.631517144306277,28,52,0.00998645168764533
240,100.0,29,52,0.00998645168764533
241,-7.353733112032374,29,52,0.00998645168764533
242,-3.227428077573956,29,52,0.00998645168764533
243,100.0,30,52,0.00998645168764533
244,-3.9752019586640785,30,52,0.00998645168764533
245,100.0,31,52,0.00998645168764533
246,-4.9338383098510254,31,52,0.00998645168764533
247,100.0,32,52,0.00998645168764533
248,-4.5363276990602,32,52,0.00998645168764533
249,-9.591870075267583,32,52,0.00998645168764533
250,-7.253376759462496,32,52,0.00998645168764533
251,-3.572162971315462,32,52,0.00998645168764533
252,100.0,33,52,0.00998645168764533
253,-3.116023512843622,33,52,0.00998645168764533
254,-4.544971046049575,33,52,0.00998645168764533
255,-100.0,33,53,0.00998645168764533
256,-6.937333076454292,33,53,0.00998645168764533
257,-4.375,33,53,0.00998645168764533
258,-100.0,33,54,0.00998645168764533
