Episode,Reward,Wins,Losses,Epsilon
460,-100.0,36,82,0.00998645168764533
461,-9.994518842102897,36,82,0.00998645168764533
462,-3.0866462001044175,36,82,0.00998645168764533
463,-13.154206723642154,36,82,0.00998645168764533
464,-100.0,36,83,0.00998645168764533
465,-100.0,36,84,0.00998645168764533
466,-11.144667546729032,36,84,0.00998645168764533
467,-100.0,36,85,0.00998645168764533
468,-10.694403531278226,36,85,0.00998645168764533
469,-100.0,36,86,0.00998645168764533
470,-17.090879841541486,36,86,0.00998645168764533
471,-2.3205507785284727,36,86,0.00998645168764533
472,-17.416159818368683,36,86,0.00998645168764533
473,-100.0,36,87,0.00998645168764533
474,-11.719087657167902,36,87,0.00998645168764533
475,-6.341335172836158,36,87,0.00998645168764533
476,-9.228926187996429,36,87,0.00998645168764533
477,-13.962671660870598,36,87,0.00998645168764533
478,100.0,37,87,0.00998645168764533
479,-17.345119492379336,37,87,0.00998645168764533
480,-6.793255322500349,37,87,0.00998645168764533
481,-7.436522113771021,37,87,0.00998645168764533
482,-100.0,37,88,0.00998645168764533
483,-18.500148255412842,37,88,0.00998645168764533
484,-13.864949382142171,37,88,0.00998645168764533
485,-11.29525933076537,37,88,0.00998645168764533
486,-16.239559363277714,37,88,0.00998645168764533
487,-100.0,37,89,0.00998645168764533
488,-16.25030584660026,37,89,0.00998645168764533
489,-12.763857207169908,37,89,0.00998645168764533
490,100.0,38,89,0.00998645168764533
491,100.0,39,89,0.00998645168764533
492,-12.825264882894288,39,89,0.00998645168764533
493,-7.646342429696227,39,89,0.00998645168764533
494,100.0,40,89,0.00998645168764533
495,-100.0,40,90,0.00998645168764533
496,-14.438497670937693,40,90,0.00998645168764533
497,-100.0,40,91,0.00998645168764533
498,100.0,41,91,0.00998645168764533
499,-17.894777358358237,41,91,0.00998645168764533
500,-7.041928822710156,41,91,0.00998645168764533
501,-100.0,41,92,0.00998645168764533
502,-100.0,41,93,0.00998645168764533
503,-100.0,41,94,0.00998645168764533
504,-4.1379180882521664,41,94,0.00998645168764533
505,-100.0,41,95,0.00998645168764533
506,-100.0,41,96,0.00998645168764533
507,-100.0,41,97,0.00998645168764533
508,-10.954382927394397,41,97,0.00998645168764533
509,100.0,42,97,0.00998645168764533
510,-15.98753203440404,42,97,0.00998645168764533
511,-13.37969351953403,42,97,0.00998645168764533
512,100.0,43,97,0.00998645168764533
513,-10.169916526909512,43,97,0.00998645168764533
514,-13.873248515014906,43,97,0.00998645168764533
515,-4.93187713237825,43,97,0.00998645168764533
516,-15.008956530213183,43,97,0.00998645168764533
517,-12.530724655530317,43,97,0.00998645168764533
518,-16.245486866777366,43,97,0.00998645168764533
519,-11.024033246483576,43,97,0.00998645168764533
520,-100.0,43,98,0.00998645168764533
521,-11.476020283577881,43,98,0.00998645168764533
522,-8.091851198363532,43,98,0.00998645168764533
523,-14.282047985082134,43,98,0.00998645168764533
524,-12.784013927958766,43,98,0.00998645168764533
525,-17.7,43,98,0.00998645168764533
526,-8.48889097338239,43,98,0.00998645168764533
527,-7.993959044126083,43,98,0.00998645168764533
528,-12.359364126247893,43,98,0.00998645168764533
529,-100.0,43,99,0.00998645168764533
530,-19.02709447056619,43,99,0.00998645168764533
531,-100.0,43,100,0.00998645168764533
532,-2.6453386938673837,43,100,0.00998645168764533
533,-15.466479155857101,43,100,0.00998645168764533
534,-15.548593924605846,43,100,0.00998645168764533
535,-100.0,43,101,0.00998645168764533
536,-6.192076916372131,43,101,0.00998645168764533
537,-15.415020805780848,43,101,0.00998645168764533
538,-12.135847540027797,43,101,0.00998645168764533
539,-100.0,43,102,0.00998645168764533
540,-14.775260411431274,43,102,0.00998645168764533
541,-17.925424366578152,43,102,0.00998645168764533
542,-11.959505923050488,43,102,0.00998645168764533
543,-14.277133697852415,43,102,0.00998645168764533
544,-9.128280051668476,43,102,0.00998645168764533
545,-14.844190965266709,43,102,0.00998645168764533
546,-13.161401408493582,43,102,0.00998645168764533
547,-7.9389068700695065,43,102,0.00998645168764533
548,-13.752152001345697,43,102,0.00998645168764533
549,-100.0,43,103,0.00998645168764533
550,-100.0,43,104,0.00998645168764533
551,-12.0,43,104,0.00998645168764533
552,-12.807111822781298,43,104,0.00998645168764533
553,-100.0,43,105,0.00998645168764533
554,-5.460302710545038,43,105,0.00998645168764533
555,100.0,44,105,0.00998645168764533
556,100.0,45,105,0.00998645168764533
557,-12.618962533838626,45,105,0.00998645168764533
558,-13.189559363277715,45,105,0.00998645168764533
559,-13.925341736422942,45,105,0.00998645168764533
560,-12.275439248483194,45,105,0.00998645168764533
561,-8.330480788776619,45,105,0.00998645168764533
562,-17.169276330587692,45,105,0.00998645168764533
563,-9.45098878181734,45,105,0.00998645168764533
564,-100.0,45,106,0.00998645168764533
565,-100.0,45,107,0.00998645168764533
566,-3.1396145947417367,45,107,0.00998645168764533
567,-100.0,45,108,0.00998645168764533
568,100.0,46,108,0.00998645168764533
569,100.0,47,108,0.00998645168764533
570,-14.568915562492363,47,108,0.00998645168764533
571,-100.0,47,109,0.00998645168764533
572,100.0,48,109,0.00998645168764533
573,-10.739581770731206,48,109,0.00998645168764533
574,-8.08812335134642,48,109,0.00998645168764533
575,-13.990030893188269,48,109,0.00998645168764533
576,-14.597488474389017,48,109,0.00998645168764533
577,-100.0,48,110,0.00998645168764533
578,-100.0,48,111,0.00998645168764533
579,-5.201041439598587,48,111,0.00998645168764533
580,-17.628973769398293,48,111,0.00998645168764533
581,-5.822570360959974,48,111,0.00998645168764533
582,-16.018833493421354,48,111,0.00998645168764533
583,-4.955480788776619,48,111,0.00998645168764533
584,100.0,49,111,0.00998645168764533
585,-13.269581256120663,49,111,0.00998645168764533
586,-16.413350786351675,49,111,0.00998645168764533
587,-15.155820001580075,49,111,0.00998645168764533
588,-17.244912121119253,49,111,0.00998645168764533
589,-17.78929408451598,49,111,0.00998645168764533
590,-6.576158023312949,49,111,0.00998645168764533
591,-12.658922146246919,49,111,0.00998645168764533
592,-100.0,49,112,0.00998645168764533
593,100.0,50,112,0.00998645168764533
594,-11.763389667308967,50,112,0.00998645168764533
595,-15.053750764850392,50,112,0.00998645168764533
596,-100.0,50,113,0.00998645168764533
597,-5.378243601896809,50,113,0.00998645168764533
598,-6.225,50,113,0.00998645168764533
599,-13.14681938841594,50,113,0.00998645168764533
600,-8.378525524131177,50,113,0.00998645168764533
601,-11.346945630534702,50,113,0.00998645168764533
602,-11.231095299268642,50,113,0.00998645168764533
603,-15.42528433278967,50,113,0.00998645168764533
604,-9.466095089944803,50,113,0.00998645168764533
605,-7.773272770055357,50,113,0.00998645168764533
606,-5.550560167097299,50,113,0.00998645168764533
607,-17.82471033289102,50,113,0.00998645168764533
608,-12.562681665036267,50,113,0.00998645168764533
609,-5.391161690148975,50,113,0.00998645168764533
