         10913469 function calls (10219050 primitive calls) in 26.305 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    22/12    0.000    0.000    0.014    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/ops/numpy.py:5957(zeros)
       20    0.000    0.000    0.014    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/gen_math_ops.py:7333(_pow)
   230/29    0.001    0.000    0.014    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/core/function/capture/capture_container.py:267(_create_placeholder_helper)
      217    0.000    0.000    0.014    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/progbar_logger.py:64(on_predict_batch_end)
    30470    0.010    0.000    0.014    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_shape.py:204(__init__)
    29741    0.009    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_shape.py:892(rank)
     4555    0.004    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:5171(_get_graph_from_inputs)
      217    0.001    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/progbar_logger.py:88(_update_progbar)
     2143    0.003    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:508(shape)
      276    0.001    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/callback_list.py:71(set_model)
      217    0.001    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:549(set_shape)
      828    0.003    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/function_type_utils.py:502(_get_variable_specs)
     1950    0.004    0.000    0.013    0.000 <frozen _collections_abc>:804(get)
     7665    0.013    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/errors_impl.py:66(__init__)
      154    0.001    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/resource_variable_ops.py:1050(_lazy_read)
       10    0.000    0.000    0.013    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:376(not_assign_fn)
     9926    0.007    0.000    0.013    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_shape.py:941(__getitem__)
        2    0.000    0.000    0.013    0.006 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/core.py:68(numpy)
       18    0.000    0.000    0.012    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/math_ops.py:4075(sigmoid)
1512/1509    0.011    0.000    0.012    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructure}
       18    0.000    0.000    0.012    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/gen_math_ops.py:10187(sigmoid)
    15009    0.007    0.000    0.012    0.000 {method 'extend' of 'list' objects}
     1665    0.002    0.000    0.012    0.000 <frozen os>:808(getenv)
1563/1315    0.004    0.000    0.012    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/trackable/autotrackable.py:58(__setattr__)
     1692    0.004    0.000    0.012    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:2095(_variable_creator_scope)
     2601    0.011    0.000    0.012    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_util.py:232(GetFromNumpyDTypeDict)
     1674    0.006    0.000    0.012    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:2258(__enter__)
        6    0.000    0.000    0.012    0.002 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/random.py:10(_cast_seed)
        2    0.000    0.000    0.012    0.006 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/ops/numpy.py:1738(diag)
  866/860    0.001    0.000    0.012    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/type_spec.py:167(make_supertype_attribute)
     8973    0.005    0.000    0.011    0.000 /usr/lib/python3.12/threading.py:314(_is_owned)
      832    0.001    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/core/function/polymorphism/type_dispatch.py:49(add_target)
    22376    0.011    0.000    0.011    0.000 {method 'encode' of 'str' objects}
     5461    0.003    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/nest_util.py:159(is_namedtuple)
    39990    0.011    0.000    0.011    0.000 {method 'HasField' of 'google._upb._message.Message' objects}
     5570    0.011    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/op_def_library.py:37(_Attr)
        7    0.000    0.000    0.011    0.002 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/array_ops.py:1197(_autopacking_helper)
     4702    0.003    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/dtypes.py:277(__ne__)
        7    0.000    0.000    0.011    0.002 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/gen_array_ops.py:6692(pack)
       34    0.000    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/shape_util.py:23(shape_tensor)
      828    0.003    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/function_utils.py:83(get_func_name)
     6916    0.005    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/nest_util.py:270(_tf_core_sorted)
    18350    0.009    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/util/structure.py:292(<genexpr>)
    37904    0.011    0.000    0.011    0.000 {method 'update' of 'set' objects}
    33787    0.011    0.000    0.011    0.000 {method 'items' of 'dict' objects}
    13628    0.007    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:2208(_variable_creator_stack)
        3    0.000    0.000    0.011    0.004 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/optimizer.py:21(__init__)
        1    0.000    0.000    0.011    0.011 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:396(_evaluate_var_is_initialized)
     1656    0.002    0.000    0.011    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/util/nest.py:45(assert_same_structure)
     2235    0.007    0.000    0.010    0.000 /usr/lib/python3.12/inspect.py:2939(apply_defaults)
        3    0.000    0.000    0.010    0.003 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/optimizers/base_optimizer.py:15(__init__)
     7390    0.008    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/control_flow_util.py:78(IsInWhileLoop)
     1106    0.003    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1501(captured_inputs)
    12293    0.010    0.000    0.010    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNestedOrComposite}
      908    0.010    0.000    0.010    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteFunction}
     1370    0.006    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:4675(_get_outer_context_and_inner_device_stack)
    15215    0.010    0.000    0.010    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
     1685    0.002    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/tree_api.py:91(flatten)
        3    0.000    0.000    0.010    0.003 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/layers/layer.py:1255(save_own_variables)
        8    0.000    0.000    0.010    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/array_ops.py:1873(transpose)
      840    0.007    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_util.py:175(SlowAppendInt64ArrayToTensorProto)
     8694    0.007    0.000    0.010    0.000 {built-in method builtins.sorted}
     1625    0.010    0.000    0.010    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetAttr}
     7745    0.008    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:336(pop)
        8    0.000    0.000    0.010    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/gen_array_ops.py:12163(transpose)
      434    0.002    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:2680(execution_mode)
      552    0.000    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py:706(catch_stop_iteration)
      876    0.001    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/nest.py:298(assert_same_structure)
    13895    0.006    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/tf_decorator.py:187(_has_tf_decorator_attr)
     1961    0.002    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/optree_impl.py:62(flatten)
     6965    0.005    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/core/ag_ctx.py:28(_control_ctx)
       10    0.000    0.000    0.010    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/resource_variable_ops.py:2274(__init__)
       14    0.000    0.000    0.010    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/layers/layer.py:256(__init__)
     1498    0.002    0.000    0.010    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/util/structure.py:412(<lambda>)
     1947    0.006    0.000    0.010    0.000 <frozen os>:709(__getitem__)
     4210    0.005    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/backprop.py:156(_must_record_gradient)
     1886    0.002    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/variable_utils.py:37(_convert_resource_variable_to_tensor)
      276    0.000    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/trainer.py:703(tf_sync)
       10    0.000    0.000    0.009    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/gen_math_ops.py:386(add_n)
       60    0.000    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/type_spec.py:246(to_tensors)
     6156    0.003    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/common/global_state.py:15(get_global_attribute)
     16/7    0.000    0.000    0.009    0.001 {built-in method builtins.__import__}
     2020    0.001    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/optree/ops.py:122(tree_flatten)
      335    0.001    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor.py:1463(<lambda>)
     1688    0.004    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/core/ag_ctx.py:76(__exit__)
        1    0.000    0.000    0.009    0.009 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/pkg_resources/__init__.py:647(_build_master)
        1    0.000    0.000    0.009    0.009 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/pkg_resources/__init__.py:633(__init__)
      829    0.003    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:286(__del__)
      276    0.002    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:2917(async_wait)
    13657    0.005    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/op_def_library.py:100(_IsListValue)
    26798    0.009    0.000    0.009    0.000 {built-in method builtins.id}
     22/4    0.000    0.000    0.009    0.002 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/array_ops_stack.py:24(stack)
      591    0.003    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:722(internal_convert_n_to_tensor)
      434    0.001    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/utils/io_utils.py:92(print_msg)
    22/12    0.000    0.000    0.009    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/override_binary_operator.py:105(binary_op_wrapper)
        2    0.000    0.000    0.009    0.004 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/layers/rnn/lstm.py:164(bias_initializer)
        2    0.000    0.000    0.009    0.004 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/ops/numpy.py:1334(concatenate)
     1335    0.002    0.000    0.009    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor_util.py:345(_check_not_tensor)
        2    0.000    0.000    0.009    0.004 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/numpy.py:861(concatenate)
  4792/20    0.066    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor.py:1008(placeholder_value)
      217    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/callback_list.py:153(on_predict_end)
       43    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1062(get_code)
     6440    0.008    0.000    0.008    0.000 /usr/lib/python3.12/functools.py:65(wraps)
      217    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/tree/optree_impl.py:84(map_structure_up_to)
    13369    0.008    0.000    0.008    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
     1804    0.005    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/platform/tf_logging.py:246(vlog)
      189    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:1251(colocation_groups)
      831    0.002    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/autograph/impl/conversion.py:222(cache_allowlisted)
   140/22    0.000    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/gen_resource_variable_ops.py:129(assign_variable_op)
        8    0.000    0.000    0.008    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/saving/saving_lib.py:1064(get_attr_skiplist)
     3348    0.008    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:1104(device_spec)
     1660    0.007    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/polymorphic_function/attributes.py:121(_parse_func_attr_value)
     5461    0.008    0.000    0.008    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNamedtuple}
     3045    0.005    0.000    0.008    0.000 /usr/lib/python3.12/inspect.py:2909(kwargs)
      952    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:802(convert_to_tensor_or_composite)
      831    0.008    0.000    0.008    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
     1258    0.005    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/tensor.py:795(sanitize_spec_name)
      236    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/common/dtypes.py:272(result_type)
       17    0.000    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/backend/tensorflow/core.py:136(convert_to_numpy)
      134    0.000    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/override_binary_operator.py:46(maybe_promote_tensors)
     2589    0.008    0.000    0.008    0.000 {method 'item' of 'numpy.generic' objects}
    44451    0.008    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/eager/context.py:2353(context)
1273/1149    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/trackable/data_structures.py:124(sticky_attribute_assignment)
    28/16    0.000    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/math_ops.py:477(multiply)
     1289    0.002    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/util/object_identity.py:220(add)
       24    0.000    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/array_ops.py:2539(_constant_if_small)
      186    0.002    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/resource_variable_ops.py:379(__init__)
      129    0.005    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/models/rnn_agent.py:120(_process_state)
      865    0.002    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/variable_scope.py:1415(get_variable_scope)
      217    0.000    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/keras/src/callbacks/progbar_logger.py:75(on_predict_end)
      276    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/util/nest.py:92(map_structure)
      552    0.002    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/data/ops/options.py:418(_to_proto)
      154    0.001    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/resource_variable_ops.py:2390(__init__)
       10    0.000    0.000    0.008    0.001 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/ops/while_v2.py:1021(_move_op_to_forward_graph)
     5895    0.004    0.000    0.008    0.000 /home/nosignalx2k/Рабочий стол/work/Магистратура/ПИШ/REDBLUE/RLEnvironmentProject/redblue/lib/python3.12/site-packages/tensorflow/python/framework/ops.py:377(dtype)
